-0.587786 -0.809017 0.000000 -0.534576 -0.777865 0.330387 0.954545 0.236191
-0.262869 -0.809012 0.525738 -0.534576 -0.777865 0.330387 0.909091 0.314921
-0.723607 -0.525725 0.447220 -0.534576 -0.777865 0.330387 1.000000 0.314921
-0.587786 -0.809017 0.000000 -0.303531 -0.934171 0.187597 0.954545 0.236191
0.000000 -1.000000 0.000000 -0.303531 -0.934171 0.187597 0.863635 0.236191
-0.262869 -0.809012 0.525738 -0.303531 -0.934171 0.187597 0.909091 0.314921
0.000000 -1.000000 0.000000 -0.024747 -0.943521 0.330386 0.863635 0.236191
0.276388 -0.850649 0.447220 -0.024747 -0.943521 0.330386 0.818181 0.314921
-0.262869 -0.809012 0.525738 -0.024747 -0.943521 0.330386 0.909091 0.314921
0.587786 -0.809017 0.000000 0.574602 -0.748784 0.330388 0.772726 0.236191
0.688189 -0.499997 0.525736 0.574602 -0.748784 0.330388 0.727272 0.314921
0.276388 -0.850649 0.447220 0.574602 -0.748784 0.330388 0.818181 0.314921
0.587786 -0.809017 0.000000 0.794656 -0.577348 0.187595 0.772726 0.236191
0.951058 -0.309013 0.000000 0.794656 -0.577348 0.187595 0.681818 0.236191
0.688189 -0.499997 0.525736 0.794656 -0.577348 0.187595 0.727272 0.314921
0.951058 -0.309013 0.000000 0.889697 -0.315095 0.330385 0.681818 0.236191
0.894426 0.000000 0.447216 0.889697 -0.315095 0.330385 0.636363 0.314921
0.688189 -0.499997 0.525736 0.889697 -0.315095 0.330385 0.727272 0.314921
0.587786 0.809017 0.000000 0.306569 0.943522 0.125629 0.500000 0.236191
0.000000 1.000000 0.000000 0.306569 0.943522 0.125629 0.409090 0.236191
0.276388 0.850649 0.447220 0.306569 0.943522 0.125629 0.454545 0.314921
0.587786 0.809017 0.000000 0.303531 0.934171 -0.187597 0.500000 0.236191
0.262869 0.809012 -0.525738 0.303531 0.934171 -0.187597 0.454545 0.157461
0.000000 1.000000 0.000000 0.303531 0.934171 -0.187597 0.409090 0.236191
0.262869 0.809012 -0.525738 0.024747 0.943521 -0.330386 0.454545 0.157461
-0.276388 0.850649 -0.447220 0.024747 0.943521 -0.330386 0.363636 0.157461
0.000000 1.000000 0.000000 0.024747 0.943521 -0.330386 0.409090 0.236191
-0.587786 0.809017 0.000000 -0.802609 0.583126 0.125627 0.318182 0.236191
-0.951058 0.309013 0.000000 -0.802609 0.583126 0.125627 0.227273 0.236191
-0.723607 0.525725 0.447220 -0.802609 0.583126 0.125627 0.272727 0.314921
-0.587786 0.809017 0.000000 -0.794656 0.577348 -0.187595 0.318182 0.236191
-0.688189 0.499997 -0.525736 -0.794656 0.577348 -0.187595 0.272727 0.157461
-0.951058 0.309013 0.000000 -0.794656 0.577348 -0.187595 0.227273 0.236191
-0.688189 0.499997 -0.525736 -0.889697 0.315095 -0.330385 0.272727 0.157461
-0.894426 0.000000 -0.447216 -0.889697 0.315095 -0.330385 0.181818 0.157461
-0.951058 0.309013 0.000000 -0.889697 0.315095 -0.330385 0.227273 0.236191
-0.951058 -0.309013 0.000000 -0.802609 -0.583126 0.125627 0.136363 0.236191
-0.587786 -0.809017 0.000000 -0.802609 -0.583126 0.125627 0.045454 0.236191
-0.723607 -0.525725 0.447220 -0.802609 -0.583126 0.125627 0.090909 0.314921
-0.951058 -0.309013 0.000000 -0.794656 -0.577348 -0.187595 0.136363 0.236191
-0.688189 -0.499997 -0.525736 -0.794656 -0.577348 -0.187595 0.090909 0.157461
-0.587786 -0.809017 0.000000 -0.794656 -0.577348 -0.187595 0.045454 0.236191
-0.688189 -0.499997 -0.525736 -0.574602 -0.748784 -0.330388 0.090909 0.157461
-0.276388 -0.850649 -0.447220 -0.574602 -0.748784 -0.330388 0.000000 0.157461
-0.587786 -0.809017 0.000000 -0.574602 -0.748784 -0.330388 0.045454 0.236191
0.000000 -1.000000 0.000000 0.306569 -0.943522 0.125629 0.863635 0.236191
0.587786 -0.809017 0.000000 0.306569 -0.943522 0.125629 0.772726 0.236191
0.276388 -0.850649 0.447220 0.306569 -0.943522 0.125629 0.818181 0.314921
0.000000 -1.000000 0.000000 0.303531 -0.934171 -0.187597 0.863635 0.236191
0.262869 -0.809012 -0.525738 0.303531 -0.934171 -0.187597 0.818181 0.157461
0.587786 -0.809017 0.000000 0.303531 -0.934171 -0.187597 0.772726 0.236191
0.262869 -0.809012 -0.525738 0.534576 -0.777865 -0.330387 0.818181 0.157461
0.723607 -0.525725 -0.447220 0.534576 -0.777865 -0.330387 0.727272 0.157461
0.587786 -0.809017 0.000000 0.534576 -0.777865 -0.330387 0.772726 0.236191
0.951058 -0.309013 0.000000 0.992077 0.000000 0.125628 0.681818 0.236191
0.951058 0.309013 0.000000 0.992077 0.000000 0.125628 0.590909 0.236191
0.894426 0.000000 0.447216 0.992077 0.000000 0.125628 0.636363 0.314921
0.951058 -0.309013 0.000000 0.982246 0.000000 -0.187599 0.681818 0.236191
0.850648 0.000000 -0.525736 0.982246 0.000000 -0.187599 0.636363 0.157461
0.951058 0.309013 0.000000 0.982246 0.000000 -0.187599 0.590909 0.236191
0.850648 0.000000 -0.525736 0.904989 0.268031 -0.330385 0.636363 0.157461
0.723607 0.525725 -0.447220 0.904989 0.268031 -0.330385 0.545454 0.157461
0.951058 0.309013 0.000000 0.904989 0.268031 -0.330385 0.590909 0.236191
0.425323 0.309011 -0.850654 0.471300 0.583122 -0.661699 0.500000 0.078731
0.262869 0.809012 -0.525738 0.471300 0.583122 -0.661699 0.454545 0.157461
0.723607 0.525725 -0.447220 0.471300 0.583122 -0.661699 0.545454 0.157461
0.425323 0.309011 -0.850654 0.187594 0.577345 -0.794658 0.500000 0.078731
-0.162456 0.499995 -0.850654 0.187594 0.577345 -0.794658 0.409090 0.078731
0.262869 0.809012 -0.525738 0.187594 0.577345 -0.794658 0.454545 0.157461
-0.162456 0.499995 -0.850654 -0.038530 0.748779 -0.661699 0.409090 0.078731
-0.276388 0.850649 -0.447220 -0.038530 0.748779 -0.661699 0.363636 0.157461
0.262869 0.809012 -0.525738 -0.038530 0.748779 -0.661699 0.454545 0.157461
-0.162456 0.499995 -0.850654 -0.408946 0.628425 -0.661698 0.318182 0.078731
-0.688189 0.499997 -0.525736 -0.408946 0.628425 -0.661698 0.272727 0.157461
-0.276388 0.850649 -0.447220 -0.408946 0.628425 -0.661698 0.363636 0.157461
-0.162456 0.499995 -0.850654 -0.491119 0.356821 -0.794657 0.318182 0.078731
-0.525730 0.000000 -0.850652 -0.491119 0.356821 -0.794657 0.227273 0.078731
-0.688189 0.499997 -0.525736 -0.491119 0.356821 -0.794657 0.272727 0.157461
-0.525730 0.000000 -0.850652 -0.724042 0.194736 -0.661695 0.227273 0.078731
-0.894426 0.000000 -0.447216 -0.724042 0.194736 -0.661695 0.181818 0.157461
-0.688189 0.499997 -0.525736 -0.724042 0.194736 -0.661695 0.272727 0.157461
-0.525730 0.000000 -0.850652 -0.724042 -0.194736 -0.661695 0.136363 0.078731
-0.688189 -0.499997 -0.525736 -0.724042 -0.194736 -0.661695 0.090909 0.157461
-0.894426 0.000000 -0.447216 -0.724042 -0.194736 -0.661695 0.181818 0.157461
-0.525730 0.000000 -0.850652 -0.491119 -0.356821 -0.794657 0.136363 0.078731
-0.162456 -0.499995 -0.850654 -0.491119 -0.356821 -0.794657 0.045454 0.078731
-0.688189 -0.499997 -0.525736 -0.491119 -0.356821 -0.794657 0.090909 0.157461
-0.162456 -0.499995 -0.850654 -0.408946 -0.628425 -0.661698 0.045454 0.078731
-0.276388 -0.850649 -0.447220 -0.408946 -0.628425 -0.661698 0.000000 0.157461
-0.688189 -0.499997 -0.525736 -0.408946 -0.628425 -0.661698 0.090909 0.157461
0.850648 0.000000 -0.525736 0.700224 0.268032 -0.661699 0.636363 0.157461
0.425323 0.309011 -0.850654 0.700224 0.268032 -0.661699 0.590909 0.078731
0.723607 0.525725 -0.447220 0.700224 0.268032 -0.661699 0.545454 0.157461
0.850648 0.000000 -0.525736 0.607060 0.000000 -0.794656 0.636363 0.157461
0.425323 -0.309011 -0.850654 0.607060 0.000000 -0.794656 0.681818 0.078731
0.425323 0.309011 -0.850654 0.607060 0.000000 -0.794656 0.590909 0.078731
0.425323 -0.309011 -0.850654 0.331305 0.000000 -0.943524 0.681818 0.078731
0.000000 0.000000 -1.000000 0.331305 0.000000 -0.943524 0.636363 0.000000
0.425323 0.309011 -0.850654 0.331305 0.000000 -0.943524 0.590909 0.078731
-0.162456 -0.499995 -0.850654 -0.038530 -0.748779 -0.661699 0.863635 0.078731
0.262869 -0.809012 -0.525738 -0.038530 -0.748779 -0.661699 0.818181 0.157461
-0.276388 -0.850649 -0.447220 -0.038530 -0.748779 -0.661699 0.909090 0.157461
-0.162456 -0.499995 -0.850654 0.187594 -0.577345 -0.794658 0.863635 0.078731
0.425323 -0.309011 -0.850654 0.187594 -0.577345 -0.794658 0.772726 0.078731
0.262869 -0.809012 -0.525738 0.187594 -0.577345 -0.794658 0.818181 0.157461
0.425323 -0.309011 -0.850654 0.471300 -0.583122 -0.661699 0.772726 0.078731
0.723607 -0.525725 -0.447220 0.471300 -0.583122 -0.661699 0.727272 0.157461
0.262869 -0.809012 -0.525738 0.471300 -0.583122 -0.661699 0.818181 0.157461
